t_now,velocity_fed,velocity_com
13.58643364906311,-160.00000000000028,80.0
13.689954996109009,1430.1000000000001,80.0
13.791512727737427,-1253.0,80.0
13.89281678199768,-1376.6999999999998,80.0
13.996170043945312,-971.3,80.0
14.097615242004395,1755.7,80.0
14.198997020721436,1359.1,80.0
14.302686929702759,863.8,80.0
14.403977870941162,723.2,80.0
14.50748896598816,857.6999999999999,80.0
14.608988046646118,-1461.7,80.0
14.710527896881104,-448.60000000000014,80.0
14.81406855583191,-1133.0,80.0
14.915513277053833,-1375.7999999999997,80.0
15.016722679138184,1015.3,80.0
15.119948863983154,186.69999999999987,80.0
15.221386194229126,129.39999999999998,80.0
15.322688817977905,1643.8,80.0
15.425840377807617,-65.99999999999999,80.0
15.527172565460205,-1170.8999999999996,80.0
15.630555868148804,952.7,80.0
15.731853008270264,-1686.2000000000003,80.0
15.833144903182983,-675.1999999999999,80.0
15.936445951461792,-1460.3999999999996,80.0
16.037766695022583,1749.5999999999997,80.0
16.13908290863037,750.8000000000001,80.0
16.24228286743164,-167.6000000000002,80.0
16.343665599822998,129.39999999999998,80.0
16.44725012779236,-573.8,80.0
16.54866647720337,-332.99999999999994,80.0
16.650012969970703,333.29999999999995,80.0
16.753597259521484,617.8999999999999,80.0
16.854847192764282,57.80000000000001,80.0
16.956051349639893,-1320.6999999999998,80.0
17.05966591835022,-874.6999999999999,80.0
17.161046504974365,723.2,80.0
17.26247525215149,-1028.9999999999998,80.0
17.36553144454956,-1330.4,80.0
17.46676540374756,129.39999999999998,80.0
17.568178415298462,-1431.3999999999999,80.0
17.671849727630615,730.4999999999998,80.0
17.773287534713745,400.0,80.0
17.876783847808838,-127.89999999999992,80.0
17.978291273117065,1583.8,80.0
18.07967495918274,-950.3999999999999,80.0
18.183281898498535,923.5999999999998,80.0
18.284695863723755,1757.4,80.0
18.38614296913147,-1397.8,80.0
18.48965620994568,18.999999999999996,80.0
18.590966939926147,723.2,80.0
18.692451238632202,1606.2,80.0
18.795854806900024,-306.6999999999999,80.0
18.8972647190094,-230.4000000000002,80.0
19.00065517425537,1414.4,80.0
19.101929664611816,-313.0000000000001,80.0
19.203401803970337,287.5999999999999,80.0
19.30703067779541,40.09999999999991,80.0
19.4085111618042,1739.7000000000003,80.0
19.5099515914917,-1181.7,80.0
19.61350727081299,1784.3999999999999,80.0
19.714911460876465,129.39999999999998,80.0
19.81635308265686,66.30000000000024,80.0
19.919821977615356,1463.4999999999998,80.0
20.021378993988037,-636.4999999999998,80.0
20.12479829788208,466.29999999999995,80.0
20.226179838180542,-1734.2,80.0
20.32761859893799,-99.20000000000016,80.0
20.431149005889893,25.500000000000114,80.0
