time_s,commanded_deg,feedback_deg,error_abs_deg,control_command
125.35153436660767,153.01,153.0,0.009999999999990905,57637
126.47137379646301,161.55,161.56,0.009999999999990905,32935
127.59099864959717,93.89,93.9,0.010000000000005116,80000
128.71012353897095,181.79,181.75,0.03999999999999204,80000
129.83039212226868,93.89,93.93,0.04000000000000625,80000
130.94886255264282,103.31,103.31,0.0,80000
132.06789922714233,167.92,167.93,0.010000000000019327,80000
133.18711638450623,273.87,273.84000000000003,0.029999999999972715,80000
134.30589079856873,278.94,278.93,0.009999999999990905,80000
135.4248983860016,166.27,166.31,0.03999999999999204,80000
136.5436828136444,137.88,137.84,0.03999999999999204,80000
137.66311621665955,187.15,187.17000000000002,0.020000000000010232,80000
138.7819881439209,205.25,205.27,0.020000000000010232,53621
139.90073657035828,195.91,195.89000000000001,0.01999999999998181,59808
141.01886463165283,202.54,202.53,0.009999999999990905,35130
142.13859748840332,219.32,219.34,0.020000000000010232,28544
143.25809335708618,306.92,306.89,0.03000000000002956,80000
144.3773958683014,211.57,211.57,0.0,80000
145.49600911140442,1.79,1.6600000000000001,0.1299999999999999,80000
146.6154363155365,249.46,249.54,0.07999999999998408,80000
147.73468494415283,227.74,227.71,0.030000000000001137,80000
148.8535487651825,195.91,195.87,0.03999999999999204,36147
149.97318768501282,227.73,227.76,0.030000000000001137,80000
151.09262990951538,219.32,219.29,0.030000000000001137,80000
152.2130262851715,325.67,325.59000000000003,0.07999999999998408,80000
153.33190250396729,258.69,258.68,0.009999999999990905,80000
154.45116996765137,261.13,261.11,0.01999999999998181,80000
155.5702555179596,239.44,239.4,0.03999999999999204,59104
156.68901538848877,181.79,181.77,0.01999999999998181,80000
157.80875658988953,190.35,190.36,0.010000000000019327,80000
158.92766666412354,231.21,231.23000000000002,0.020000000000010232,80000
160.04728150367737,262.87,259.61,3.259999999999991,2511
161.16630125045776,245.21,245.17000000000002,0.03999999999999204,80000
162.28523540496826,93.71,93.83,0.12000000000000455,80000
163.40373945236206,206.33,206.24,0.09000000000000341,80000
164.5229892730713,246.75,246.78,0.030000000000001137,80000
165.64263081550598,279.52,258.66,20.859999999999957,1017
166.76071763038635,306.78,306.79,0.010000000000047748,55172
167.88024735450745,297.32,297.31,0.009999999999990905,80000
168.99866366386414,291.92,291.93,0.009999999999990905,5818
170.1185109615326,325.59,325.6,0.010000000000047748,80000
171.23671436309814,301.32,301.28000000000003,0.03999999999996362,80000
172.35633969306946,300.43,300.44,0.009999999999990905,46831
173.47650480270386,273.73,273.7,0.03000000000002956,64812
174.59516429901123,347.85,347.84000000000003,0.009999999999990905,80000
175.7148973941803,219.4,219.5,0.09999999999999432,80000
176.83425211906433,255.14,255.16,0.020000000000010232,80000
177.95412158966064,231.29,231.25,0.03999999999999204,80000
179.07344150543213,202.61,202.57,0.040000000000020464,23953
180.19212365150452,261.13,261.14,0.009999999999990905,80000
181.31205081939697,234.37,234.34,0.030000000000001137,80000
182.4314091205597,219.41,219.38,0.030000000000001137,16206
183.55104970932007,306.73,306.71,0.020000000000038654,80000
184.6708219051361,325.54,325.56,0.01999999999998181,80000
185.79025030136108,208.78,208.85,0.06999999999999318,80000
186.909184217453,252.66,252.69,0.030000000000001137,80000
188.0287070274353,261.12,261.12,0.0,66345
189.14675402641296,219.42,219.41,0.009999999999990905,80000
190.2648983001709,208.79,208.77,0.01999999999998181,56787
191.3843686580658,219.42,219.44,0.020000000000010232,47855
192.50279998779297,256.47,256.49,0.01999999999998181,71451
193.62246918678284,219.43,219.42000000000002,0.009999999999990905,80000
194.74163150787354,255.12,255.14000000000001,0.020000000000010232,80000
195.86109471321106,227.83,227.79,0.040000000000020464,80000
196.98002004623413,227.83,227.82,0.010000000000019327,54752
198.099365234375,202.63,202.6,0.030000000000001137,63148
199.21945714950562,181.78,182.63,0.8499999999999943,1867
200.33827948570251,145.47,145.45000000000002,0.01999999999998181,51617
201.45819926261902,198.06,198.08,0.020000000000010232,80000
202.57811951637268,219.41,219.43,0.020000000000010232,51908
203.69787406921387,249.43,249.45000000000002,0.020000000000010232,32476
204.81727838516235,165.17,165.20000000000002,0.03000000000002956,80000
205.93566727638245,174.65,174.66,0.009999999999990905,80000
207.05512499809265,219.41,219.41,0.0,80000
208.1737298965454,262.76,262.78000000000003,0.020000000000038654,19078
209.29317831993103,273.55,273.56,0.009999999999990905,59518
210.4131486415863,181.77,181.77,0.0,80000
211.53263926506042,289.83,289.77,0.060000000000002274,80000
212.6508185863495,202.64,202.66,0.020000000000010232,80000
213.77022218704224,145.41,145.41,0.0,30771
214.88899517059326,155.46,155.48,0.01999999999998181,80000
216.00754737854004,145.41,145.38,0.030000000000001137,45658
217.12593460083008,208.8,208.81,0.009999999999990905,80000
218.24483847618103,181.77,181.73,0.040000000000020464,80000
219.36448788642883,206.39,206.41,0.020000000000010232,80000
220.4840910434723,219.4,219.42000000000002,0.020000000000010232,16858
221.60381031036377,136.14,136.15,0.010000000000019327,80000
222.72295331954956,119.59,119.56,0.030000000000001137,80000
223.84183049201965,273.48,273.40000000000003,0.07999999999998408,80000
